,seqid,source,genetic_type,start,stop,strand,ID,Name
3752,NC_010602.1,RefSeq,gene,1988875,1989513,+,gene-LEPBI_RS09360,LEPBI_RS09360
3753,NC_010602.1,Protein Homology,CDS,1988875,1989513,+,cds-WP_012388877.1,WP_012388877.1
3754,NC_010602.1,RefSeq,gene,1989524,1991008,+,gene-LEPBI_RS09365,lysS
3755,NC_010602.1,Protein Homology,CDS,1989524,1991008,+,cds-WP_187148094.1,WP_187148094.1
3756,NC_010602.1,RefSeq,gene,1991169,1991699,-,gene-LEPBI_RS09370,LEPBI_RS09370
3757,NC_010602.1,Protein Homology,CDS,1991169,1991699,-,cds-WP_226992741.1,WP_226992741.1
3758,NC_010602.1,RefSeq,gene,1991775,1992998,+,gene-LEPBI_RS09375,serA
3759,NC_010602.1,Protein Homology,CDS,1991775,1992998,+,cds-WP_012388880.1,WP_012388880.1
3760,NC_010602.1,RefSeq,gene,1993023,1993799,+,gene-LEPBI_RS09380,LEPBI_RS09380
3761,NC_010602.1,Protein Homology,CDS,1993023,1993799,+,cds-WP_012388881.1,WP_012388881.1
3762,NC_010602.1,RefSeq,gene,1993845,1994237,+,gene-LEPBI_RS09385,LEPBI_RS09385
3763,NC_010602.1,Protein Homology,CDS,1993845,1994237,+,cds-WP_012388882.1,WP_012388882.1
3764,NC_010602.1,RefSeq,gene,1994246,1995019,+,gene-LEPBI_RS09390,LEPBI_RS09390
3765,NC_010602.1,Protein Homology,CDS,1994246,1995019,+,cds-WP_012388883.1,WP_012388883.1
3766,NC_010602.1,RefSeq,gene,1995133,1996518,+,gene-LEPBI_RS09395,LEPBI_RS09395
3767,NC_010602.1,Protein Homology,CDS,1995133,1996518,+,cds-WP_012388884.1,WP_012388884.1
3768,NC_010602.1,RefSeq,gene,1996515,1997546,+,gene-LEPBI_RS09400,LEPBI_RS09400
3769,NC_010602.1,Protein Homology,CDS,1996515,1997546,+,cds-WP_012388885.1,WP_012388885.1
3770,NC_010602.1,RefSeq,gene,1997547,1998464,+,gene-LEPBI_RS09405,LEPBI_RS09405
3771,NC_010602.1,Protein Homology,CDS,1997547,1998464,+,cds-WP_012388886.1,WP_012388886.1
3772,NC_010602.1,RefSeq,gene,1998467,1999237,+,gene-LEPBI_RS09410,LEPBI_RS09410
3773,NC_010602.1,Protein Homology,CDS,1998467,1999237,+,cds-WP_012388887.1,WP_012388887.1
3774,NC_010602.1,RefSeq,gene,1999257,1999511,+,gene-LEPBI_RS09415,LEPBI_RS09415
3775,NC_010602.1,Protein Homology,CDS,1999257,1999511,+,cds-WP_012388888.1,WP_012388888.1
3776,NC_010602.1,RefSeq,gene,1999517,2000188,+,gene-LEPBI_RS09420,LEPBI_RS09420
3777,NC_010602.1,Protein Homology,CDS,1999517,2000188,+,cds-WP_012388889.1,WP_012388889.1
3778,NC_010602.1,RefSeq,gene,2000190,2000414,+,gene-LEPBI_RS09425,LEPBI_RS09425
3779,NC_010602.1,Protein Homology,CDS,2000190,2000414,+,cds-WP_012388890.1,WP_012388890.1
3780,NC_010602.1,RefSeq,gene,2000417,2000725,+,gene-LEPBI_RS09430,grxD
3781,NC_010602.1,Protein Homology,CDS,2000417,2000725,+,cds-WP_012388891.1,WP_012388891.1
3782,NC_010602.1,RefSeq,gene,2000730,2000972,+,gene-LEPBI_RS09435,LEPBI_RS09435
3783,NC_010602.1,Protein Homology,CDS,2000730,2000972,+,cds-WP_012388892.1,WP_012388892.1
3784,NC_010602.1,RefSeq,gene,2001133,2002140,-,gene-LEPBI_RS09440,gshAB
3785,NC_010602.1,Protein Homology,CDS,2001133,2002140,-,cds-WP_012388893.1,WP_012388893.1
3786,NC_010602.1,RefSeq,gene,2002142,2003743,-,gene-LEPBI_RS09445,gshA
3787,NC_010602.1,Protein Homology,CDS,2002142,2003743,-,cds-WP_012388894.1,WP_012388894.1
3788,NC_010602.1,RefSeq,gene,2003747,2005519,-,gene-LEPBI_RS09450,ggt
3789,NC_010602.1,Protein Homology,CDS,2003747,2005519,-,cds-WP_012388895.1,WP_012388895.1
3790,NC_010602.1,RefSeq,gene,2005516,2005839,-,gene-LEPBI_RS09455,LEPBI_RS09455
3791,NC_010602.1,Protein Homology,CDS,2005516,2005839,-,cds-WP_012388896.1,WP_012388896.1
3792,NC_010602.1,RefSeq,gene,2005836,2006261,-,gene-LEPBI_RS09460,LEPBI_RS09460
3793,NC_010602.1,Protein Homology,CDS,2005836,2006261,-,cds-WP_012476290.1,WP_012476290.1
3794,NC_010602.1,RefSeq,gene,2006245,2007489,-,gene-LEPBI_RS09465,LEPBI_RS09465
3795,NC_010602.1,Protein Homology,CDS,2006245,2007489,-,cds-WP_012388898.1,WP_012388898.1
3796,NC_010602.1,RefSeq,gene,2007486,2007800,-,gene-LEPBI_RS09470,LEPBI_RS09470
3797,NC_010602.1,Protein Homology,CDS,2007486,2007800,-,cds-WP_012476291.1,WP_012476291.1
3798,NC_010602.1,RefSeq,gene,2007800,2008963,-,gene-LEPBI_RS09475,LEPBI_RS09475
3799,NC_010602.1,Protein Homology,CDS,2007800,2008963,-,cds-WP_012388900.1,WP_012388900.1
3800,NC_010602.1,RefSeq,gene,2008960,2009712,-,gene-LEPBI_RS09480,sufC
3801,NC_010602.1,Protein Homology,CDS,2008960,2009712,-,cds-WP_012388901.1,WP_012388901.1
3802,NC_010602.1,RefSeq,gene,2009804,2011042,-,gene-LEPBI_RS09485,LEPBI_RS09485
3803,NC_010602.1,Protein Homology,CDS,2009804,2011042,-,cds-WP_012388902.1,WP_012388902.1
3804,NC_010602.1,RefSeq,gene,2011160,2012443,-,gene-LEPBI_RS09490,LEPBI_RS09490
3805,NC_010602.1,Protein Homology,CDS,2011160,2012443,-,cds-WP_012388903.1,WP_012388903.1
3806,NC_010602.1,RefSeq,gene,2012498,2013145,-,gene-LEPBI_RS09495,purQ
3807,NC_010602.1,Protein Homology,CDS,2012498,2013145,-,cds-WP_012388904.1,WP_012388904.1
3808,NC_010602.1,RefSeq,gene,2013142,2013390,-,gene-LEPBI_RS09500,purS
3809,NC_010602.1,Protein Homology,CDS,2013142,2013390,-,cds-WP_012388905.1,WP_012388905.1
3810,NC_010602.1,RefSeq,gene,2013372,2014229,-,gene-LEPBI_RS09505,LEPBI_RS09505
3811,NC_010602.1,Protein Homology,CDS,2013372,2014229,-,cds-WP_012388906.1,WP_012388906.1
3812,NC_010602.1,RefSeq,gene,2014226,2015353,-,gene-LEPBI_RS09510,LEPBI_RS09510
3813,NC_010602.1,Protein Homology,CDS,2014226,2015353,-,cds-WP_012388907.1,WP_012388907.1
3814,NC_010602.1,RefSeq,gene,2015360,2016058,-,gene-LEPBI_RS09515,LEPBI_RS09515
3815,NC_010602.1,Protein Homology,CDS,2015360,2016058,-,cds-WP_012388908.1,WP_012388908.1
3816,NC_010602.1,RefSeq,gene,2016113,2016772,-,gene-LEPBI_RS09520,LEPBI_RS09520
3817,NC_010602.1,Protein Homology,CDS,2016113,2016772,-,cds-WP_012388909.1,WP_012388909.1
3818,NC_010602.1,RefSeq,gene,2016756,2017364,-,gene-LEPBI_RS09525,LEPBI_RS09525
3819,NC_010602.1,Protein Homology,CDS,2016756,2017364,-,cds-WP_012388910.1,WP_012388910.1
3820,NC_010602.1,RefSeq,gene,2017373,2018389,+,gene-LEPBI_RS09530,LEPBI_RS09530
3821,NC_010602.1,Protein Homology,CDS,2017373,2018389,+,cds-WP_012476292.1,WP_012476292.1
3822,NC_010602.1,RefSeq,gene,2018344,2019132,-,gene-LEPBI_RS09535,LEPBI_RS09535
3823,NC_010602.1,Protein Homology,CDS,2018344,2019132,-,cds-WP_012388912.1,WP_012388912.1
3824,NC_010602.1,RefSeq,gene,2019208,2020107,+,gene-LEPBI_RS09540,LEPBI_RS09540
3825,NC_010602.1,Protein Homology,CDS,2019208,2020107,+,cds-WP_012388913.1,WP_012388913.1
3826,NC_010602.1,RefSeq,gene,2020097,2020993,+,gene-LEPBI_RS18895,LEPBI_RS18895
3827,NC_010602.1,Protein Homology,CDS,2020097,2020993,+,cds-WP_012388914.1,WP_012388914.1
3828,NC_010602.1,RefSeq,gene,2020953,2021027,-,gene-LEPBI_RS09545,LEPBI_RS09545
3829,NC_010602.1,tRNAscan-SE,tRNA,2020953,2021027,-,rna-LEPBI_RS09545,
3830,NC_010602.1,tRNAscan-SE,exon,2020953,2021027,-,exon-LEPBI_RS09545-1,
3831,NC_010602.1,RefSeq,gene,2021068,2021140,-,gene-LEPBI_RS09550,LEPBI_RS09550
3832,NC_010602.1,tRNAscan-SE,tRNA,2021068,2021140,-,rna-LEPBI_RS09550,
3833,NC_010602.1,tRNAscan-SE,exon,2021068,2021140,-,exon-LEPBI_RS09550-1,
3834,NC_010602.1,RefSeq,gene,2021221,2022495,-,gene-LEPBI_RS09555,LEPBI_RS09555
3835,NC_010602.1,Protein Homology,CDS,2021221,2022495,-,cds-WP_012388915.1,WP_012388915.1
3836,NC_010602.1,RefSeq,gene,2022503,2023528,-,gene-LEPBI_RS09560,LEPBI_RS09560
3837,NC_010602.1,Protein Homology,CDS,2022503,2023528,-,cds-WP_012476293.1,WP_012476293.1
3838,NC_010602.1,RefSeq,gene,2023651,2025669,+,gene-LEPBI_RS09565,LEPBI_RS09565
3839,NC_010602.1,Protein Homology,CDS,2023651,2025669,+,cds-WP_012388917.1,WP_012388917.1
3840,NC_010602.1,RefSeq,gene,2025659,2027479,-,gene-LEPBI_RS09570,LEPBI_RS09570
3841,NC_010602.1,Protein Homology,CDS,2025659,2027479,-,cds-WP_012476294.1,WP_012476294.1
3842,NC_010602.1,RefSeq,gene,2027592,2028110,-,gene-LEPBI_RS09575,rplQ
3843,NC_010602.1,Protein Homology,CDS,2027592,2028110,-,cds-WP_012388919.1,WP_012388919.1
3844,NC_010602.1,RefSeq,gene,2028112,2029089,-,gene-LEPBI_RS09580,LEPBI_RS09580
3845,NC_010602.1,Protein Homology,CDS,2028112,2029089,-,cds-WP_012388920.1,WP_012388920.1
3846,NC_010602.1,RefSeq,gene,2029115,2029747,-,gene-LEPBI_RS09585,rpsD
3847,NC_010602.1,Protein Homology,CDS,2029115,2029747,-,cds-WP_012388921.1,WP_012388921.1
3848,NC_010602.1,RefSeq,gene,2029757,2030170,-,gene-LEPBI_RS09590,rpsK
3849,NC_010602.1,Protein Homology,CDS,2029757,2030170,-,cds-WP_012388922.1,WP_012388922.1
3850,NC_010602.1,RefSeq,gene,2030182,2030559,-,gene-LEPBI_RS09595,rpsM
3851,NC_010602.1,Protein Homology,CDS,2030182,2030559,-,cds-WP_012388923.1,WP_012388923.1
3852,NC_010602.1,RefSeq,gene,2030566,2030679,-,gene-LEPBI_RS18900,rpmJ
3853,NC_010602.1,Protein Homology,CDS,2030566,2030679,-,cds-WP_002974084.1,WP_002974084.1
3854,NC_010602.1,RefSeq,gene,2030689,2030907,-,gene-LEPBI_RS09600,infA
3855,NC_010602.1,Protein Homology,CDS,2030689,2030907,-,cds-WP_012476295.1,WP_012476295.1
3856,NC_010602.1,RefSeq,gene,2030921,2031481,-,gene-LEPBI_RS09605,LEPBI_RS09605
3857,NC_010602.1,Protein Homology,CDS,2030921,2031481,-,cds-WP_012388924.1,WP_012388924.1
3858,NC_010602.1,RefSeq,gene,2031485,2032864,-,gene-LEPBI_RS09610,secY
3859,NC_010602.1,Protein Homology,CDS,2031485,2032864,-,cds-WP_012388925.1,WP_012388925.1
3860,NC_010602.1,RefSeq,gene,2032871,2033404,-,gene-LEPBI_RS09615,rplO
3861,NC_010602.1,Protein Homology,CDS,2032871,2033404,-,cds-WP_012388926.1,WP_012388926.1
3862,NC_010602.1,RefSeq,gene,2033409,2033588,-,gene-LEPBI_RS09620,rpmD
3863,NC_010602.1,Protein Homology,CDS,2033409,2033588,-,cds-WP_012388927.1,WP_012388927.1
3864,NC_010602.1,RefSeq,gene,2033603,2034109,-,gene-LEPBI_RS09625,rpsE
3865,NC_010602.1,Protein Homology,CDS,2033603,2034109,-,cds-WP_002983215.1,WP_002983215.1
3866,NC_010602.1,RefSeq,gene,2034110,2034478,-,gene-LEPBI_RS09630,rplR
3867,NC_010602.1,Protein Homology,CDS,2034110,2034478,-,cds-WP_012388928.1,WP_012388928.1
3868,NC_010602.1,RefSeq,gene,2034485,2035024,-,gene-LEPBI_RS09635,rplF
3869,NC_010602.1,Protein Homology,CDS,2034485,2035024,-,cds-WP_012388929.1,WP_012388929.1
3870,NC_010602.1,RefSeq,gene,2035039,2035437,-,gene-LEPBI_RS09640,rpsH
3871,NC_010602.1,Protein Homology,CDS,2035039,2035437,-,cds-WP_002973604.1,WP_002973604.1
3872,NC_010602.1,RefSeq,gene,2035455,2035640,-,gene-LEPBI_RS18905,LEPBI_RS18905
3873,NC_010602.1,Protein Homology,CDS,2035455,2035640,-,cds-WP_012476296.1,WP_012476296.1
3874,NC_010602.1,RefSeq,gene,2035651,2036202,-,gene-LEPBI_RS09645,rplE
3875,NC_010602.1,Protein Homology,CDS,2035651,2036202,-,cds-WP_012388930.1,WP_012388930.1
3876,NC_010602.1,RefSeq,gene,2036205,2036588,-,gene-LEPBI_RS09650,LEPBI_RS09650
3877,NC_010602.1,Protein Homology,CDS,2036205,2036588,-,cds-WP_012388931.1,WP_012388931.1
3878,NC_010602.1,RefSeq,gene,2036590,2036982,-,gene-LEPBI_RS09655,rplN
3879,NC_010602.1,Protein Homology,CDS,2036590,2036982,-,cds-WP_002974152.1,WP_002974152.1
3880,NC_010602.1,RefSeq,gene,2036979,2037248,-,gene-LEPBI_RS09660,rpsQ
3881,NC_010602.1,Protein Homology,CDS,2036979,2037248,-,cds-WP_012388932.1,WP_012388932.1
3882,NC_010602.1,RefSeq,gene,2037252,2037524,-,gene-LEPBI_RS09665,rpmC
3883,NC_010602.1,Protein Homology,CDS,2037252,2037524,-,cds-WP_012388933.1,WP_012388933.1
3884,NC_010602.1,RefSeq,gene,2037521,2037934,-,gene-LEPBI_RS09670,rplP
3885,NC_010602.1,Protein Homology,CDS,2037521,2037934,-,cds-WP_012388934.1,WP_012388934.1
3886,NC_010602.1,RefSeq,gene,2037957,2038634,-,gene-LEPBI_RS09675,rpsC
3887,NC_010602.1,Protein Homology,CDS,2037957,2038634,-,cds-WP_012388935.1,WP_012388935.1
3888,NC_010602.1,RefSeq,gene,2038638,2038988,-,gene-LEPBI_RS09680,rplV
3889,NC_010602.1,Protein Homology,CDS,2038638,2038988,-,cds-WP_012476297.1,WP_012476297.1
3890,NC_010602.1,RefSeq,gene,2038997,2039275,-,gene-LEPBI_RS09685,rpsS
3891,NC_010602.1,Protein Homology,CDS,2038997,2039275,-,cds-WP_002974021.1,WP_002974021.1
3892,NC_010602.1,RefSeq,gene,2039289,2040125,-,gene-LEPBI_RS09690,rplB
3893,NC_010602.1,Protein Homology,CDS,2039289,2040125,-,cds-WP_012388937.1,WP_012388937.1
3894,NC_010602.1,RefSeq,gene,2040128,2040433,-,gene-LEPBI_RS09695,LEPBI_RS09695
3895,NC_010602.1,Protein Homology,CDS,2040128,2040433,-,cds-WP_012388938.1,WP_012388938.1
3896,NC_010602.1,RefSeq,gene,2040438,2041073,-,gene-LEPBI_RS09700,rplD
3897,NC_010602.1,Protein Homology,CDS,2040438,2041073,-,cds-WP_012388939.1,WP_012388939.1
3898,NC_010602.1,RefSeq,gene,2041085,2041708,-,gene-LEPBI_RS09705,rplC
3899,NC_010602.1,Protein Homology,CDS,2041085,2041708,-,cds-WP_012388940.1,WP_012388940.1
3900,NC_010602.1,RefSeq,gene,2041720,2042028,-,gene-LEPBI_RS09710,rpsJ
3901,NC_010602.1,Protein Homology,CDS,2041720,2042028,-,cds-WP_002974412.1,WP_002974412.1
3902,NC_010602.1,RefSeq,gene,2042033,2043238,-,gene-LEPBI_RS09715,tuf
3903,NC_010602.1,Protein Homology,CDS,2042033,2043238,-,cds-WP_012388941.1,WP_012388941.1
3904,NC_010602.1,RefSeq,gene,2043288,2045219,-,gene-LEPBI_RS09720,LEPBI_RS09720
3905,NC_010602.1,Protein Homology,CDS,2043288,2045219,-,cds-WP_012388942.1,WP_012388942.1
3906,NC_010602.1,RefSeq,gene,2045290,2045763,-,gene-LEPBI_RS09725,rpsG
3907,NC_010602.1,Protein Homology,CDS,2045290,2045763,-,cds-WP_012388943.1,WP_012388943.1
3908,NC_010602.1,RefSeq,gene,2045778,2046152,-,gene-LEPBI_RS09730,rpsL
3909,NC_010602.1,Protein Homology,CDS,2045778,2046152,-,cds-WP_004783543.1,WP_004783543.1
3910,NC_010602.1,RefSeq,gene,2046300,2050601,-,gene-LEPBI_RS09735,rpoC
3911,NC_010602.1,Protein Homology,CDS,2046300,2050601,-,cds-WP_012388944.1,WP_012388944.1
3912,NC_010602.1,RefSeq,gene,2050616,2054302,-,gene-LEPBI_RS09740,rpoB
3913,NC_010602.1,Protein Homology,CDS,2050616,2054302,-,cds-WP_012388945.1,WP_012388945.1
3914,NC_010602.1,RefSeq,gene,2054428,2054811,-,gene-LEPBI_RS09745,rplL
3915,NC_010602.1,Protein Homology,CDS,2054428,2054811,-,cds-WP_012388946.1,WP_012388946.1
3916,NC_010602.1,RefSeq,gene,2054847,2055380,-,gene-LEPBI_RS09750,rplJ
3917,NC_010602.1,Protein Homology,CDS,2054847,2055380,-,cds-WP_012388947.1,WP_012388947.1
3918,NC_010602.1,RefSeq,gene,2055393,2056085,-,gene-LEPBI_RS09755,rplA
3919,NC_010602.1,Protein Homology,CDS,2055393,2056085,-,cds-WP_012388948.1,WP_012388948.1
3920,NC_010602.1,RefSeq,gene,2056111,2056536,-,gene-LEPBI_RS09760,rplK
3921,NC_010602.1,Protein Homology,CDS,2056111,2056536,-,cds-WP_012388949.1,WP_012388949.1
3922,NC_010602.1,RefSeq,gene,2056576,2057130,-,gene-LEPBI_RS09765,nusG
3923,NC_010602.1,Protein Homology,CDS,2056576,2057130,-,cds-WP_012388950.1,WP_012388950.1
3924,NC_010602.1,RefSeq,gene,2057140,2057328,-,gene-LEPBI_RS09770,secE
3925,NC_010602.1,Protein Homology,CDS,2057140,2057328,-,cds-WP_002973751.1,WP_002973751.1
3926,NC_010602.1,RefSeq,gene,2057370,2057443,-,gene-LEPBI_RS09775,LEPBI_RS09775
3927,NC_010602.1,tRNAscan-SE,tRNA,2057370,2057443,-,rna-LEPBI_RS09775,
3928,NC_010602.1,tRNAscan-SE,exon,2057370,2057443,-,exon-LEPBI_RS09775-1,
3929,NC_010602.1,RefSeq,gene,2057450,2057521,-,gene-LEPBI_RS09780,LEPBI_RS09780
3930,NC_010602.1,tRNAscan-SE,tRNA,2057450,2057521,-,rna-LEPBI_RS09780,
3931,NC_010602.1,tRNAscan-SE,exon,2057450,2057521,-,exon-LEPBI_RS09780-1,
3932,NC_010602.1,RefSeq,gene,2057735,2058427,+,gene-LEPBI_RS09785,LEPBI_RS09785
3933,NC_010602.1,Protein Homology,CDS,2057735,2058427,+,cds-WP_012388951.1,WP_012388951.1
3934,NC_010602.1,RefSeq,gene,2058501,2059268,+,gene-LEPBI_RS09790,LEPBI_RS09790
3935,NC_010602.1,Protein Homology,CDS,2058501,2059268,+,cds-WP_012388952.1,WP_012388952.1
3936,NC_010602.1,RefSeq,gene,2059415,2059717,+,gene-LEPBI_RS09795,LEPBI_RS09795
3937,NC_010602.1,Protein Homology,CDS,2059415,2059717,+,cds-WP_187148095.1,WP_187148095.1
3938,NC_010602.1,RefSeq,gene,2059721,2060692,-,gene-LEPBI_RS09800,rfaD
3939,NC_010602.1,Protein Homology,CDS,2059721,2060692,-,cds-WP_012388954.1,WP_012388954.1
3940,NC_010602.1,RefSeq,gene,2060775,2062547,-,gene-LEPBI_RS09805,LEPBI_RS09805
3941,NC_010602.1,Protein Homology,CDS,2060775,2062547,-,cds-WP_012388955.1,WP_012388955.1
3942,NC_010602.1,RefSeq,gene,2062601,2064145,+,gene-LEPBI_RS09810,LEPBI_RS09810
3943,NC_010602.1,Protein Homology,CDS,2062601,2064145,+,cds-WP_012388956.1,WP_012388956.1
3944,NC_010602.1,RefSeq,gene,2064171,2065643,-,gene-LEPBI_RS09815,LEPBI_RS09815
3945,NC_010602.1,Protein Homology,CDS,2064171,2065643,-,cds-WP_012388957.1,WP_012388957.1
3946,NC_010602.1,RefSeq,gene,2065753,2067345,+,gene-LEPBI_RS09820,LEPBI_RS09820
3947,NC_010602.1,Protein Homology,CDS,2065753,2067345,+,cds-WP_012388958.1,WP_012388958.1
3948,NC_010602.1,RefSeq,gene,2067351,2068859,+,gene-LEPBI_RS09825,LEPBI_RS09825
3949,NC_010602.1,Protein Homology,CDS,2067351,2068859,+,cds-WP_012388959.1,WP_012388959.1
3950,NC_010602.1,RefSeq,gene,2069147,2070652,-,gene-LEPBI_RS09830,LEPBI_RS09830
3951,NC_010602.1,GeneMarkS-2+,CDS,2069147,2070652,-,cds-WP_012476299.1,WP_012476299.1
3952,NC_010602.1,RefSeq,gene,2070832,2071821,-,gene-LEPBI_RS09835,LEPBI_RS09835
3953,NC_010602.1,Protein Homology,CDS,2070832,2071821,-,cds-WP_012388963.1,WP_012388963.1
3954,NC_010602.1,RefSeq,gene,2071920,2072657,-,gene-LEPBI_RS19225,LEPBI_RS19225
3955,NC_010602.1,GeneMarkS-2+,CDS,2071920,2072657,-,cds-WP_226992742.1,WP_226992742.1
3956,NC_010602.1,RefSeq,gene,2073320,2074855,-,gene-LEPBI_RS09845,LEPBI_RS09845
3957,NC_010602.1,Protein Homology,CDS,2073320,2074855,-,cds-WP_012388965.1,WP_012388965.1
3958,NC_010602.1,RefSeq,gene,2074858,2075997,-,gene-LEPBI_RS09850,LEPBI_RS09850
3959,NC_010602.1,Protein Homology,CDS,2074858,2075997,-,cds-WP_012388966.1,WP_012388966.1
3960,NC_010602.1,RefSeq,gene,2075994,2077940,-,gene-LEPBI_RS09855,LEPBI_RS09855
3961,NC_010602.1,Protein Homology,CDS,2075994,2077940,-,cds-WP_012388967.1,WP_012388967.1
3962,NC_010602.1,RefSeq,gene,2077945,2078739,-,gene-LEPBI_RS09860,LEPBI_RS09860
3963,NC_010602.1,Protein Homology,CDS,2077945,2078739,-,cds-WP_012476300.1,WP_012476300.1
3964,NC_010602.1,RefSeq,gene,2078810,2079574,-,gene-LEPBI_RS09865,LEPBI_RS09865
3965,NC_010602.1,Protein Homology,CDS,2078810,2079574,-,cds-WP_012388969.1,WP_012388969.1
3966,NC_010602.1,RefSeq,gene,2079629,2080753,-,gene-LEPBI_RS09870,glf
3967,NC_010602.1,Protein Homology,CDS,2079629,2080753,-,cds-WP_012388970.1,WP_012388970.1
3968,NC_010602.1,RefSeq,gene,2080750,2081679,-,gene-LEPBI_RS09875,LEPBI_RS09875
3969,NC_010602.1,Protein Homology,CDS,2080750,2081679,-,cds-WP_012388971.1,WP_012388971.1
3970,NC_010602.1,RefSeq,gene,2081669,2082889,-,gene-LEPBI_RS09880,LEPBI_RS09880
3971,NC_010602.1,Protein Homology,CDS,2081669,2082889,-,cds-WP_012388972.1,WP_012388972.1
3972,NC_010602.1,RefSeq,gene,2082873,2084177,-,gene-LEPBI_RS09885,LEPBI_RS09885
3973,NC_010602.1,Protein Homology,CDS,2082873,2084177,-,cds-WP_012476301.1,WP_012476301.1
3974,NC_010602.1,RefSeq,gene,2084161,2084388,-,gene-LEPBI_RS09890,LEPBI_RS09890
3975,NC_010602.1,GeneMarkS-2+,CDS,2084161,2084388,-,cds-WP_012388974.1,WP_012388974.1
3976,NC_010602.1,RefSeq,gene,2084396,2085307,-,gene-LEPBI_RS09895,LEPBI_RS09895
3977,NC_010602.1,Protein Homology,CDS,2084396,2085307,-,cds-WP_012388975.1,WP_012388975.1
3978,NC_010602.1,RefSeq,gene,2085314,2086492,-,gene-LEPBI_RS09900,LEPBI_RS09900
3979,NC_010602.1,Protein Homology,CDS,2085314,2086492,-,cds-WP_226992743.1,WP_226992743.1
3980,NC_010602.1,RefSeq,gene,2086594,2087580,-,gene-LEPBI_RS09905,LEPBI_RS09905
3981,NC_010602.1,Protein Homology,CDS,2086594,2087580,-,cds-WP_012388977.1,WP_012388977.1
3982,NC_010602.1,RefSeq,gene,2087622,2088629,-,gene-LEPBI_RS09910,LEPBI_RS09910
3983,NC_010602.1,Protein Homology,CDS,2087622,2088629,-,cds-WP_226992932.1,WP_226992932.1
3984,NC_010602.1,RefSeq,pseudogene,2088662,2090034,-,gene-LEPBI_RS19230,LEPBI_RS19230
3985,NC_010602.1,Protein Homology,CDS,2088662,2090034,-,cds-LEPBI_RS19230,
3986,NC_010602.1,RefSeq,gene,2090093,2091058,-,gene-LEPBI_RS09920,LEPBI_RS09920
3987,NC_010602.1,Protein Homology,CDS,2090093,2091058,-,cds-WP_012388981.1,WP_012388981.1
3988,NC_010602.1,RefSeq,gene,2091045,2092256,-,gene-LEPBI_RS09925,LEPBI_RS09925
3989,NC_010602.1,Protein Homology,CDS,2091045,2092256,-,cds-WP_012388982.1,WP_012388982.1
3990,NC_010602.1,RefSeq,gene,2092263,2093624,-,gene-LEPBI_RS09930,LEPBI_RS09930
3991,NC_010602.1,Protein Homology,CDS,2092263,2093624,-,cds-WP_226992744.1,WP_226992744.1
3992,NC_010602.1,RefSeq,gene,2093700,2094812,-,gene-LEPBI_RS09935,LEPBI_RS09935
3993,NC_010602.1,Protein Homology,CDS,2093700,2094812,-,cds-WP_012388984.1,WP_012388984.1
3994,NC_010602.1,RefSeq,gene,2094805,2095239,-,gene-LEPBI_RS09940,LEPBI_RS09940
3995,NC_010602.1,Protein Homology,CDS,2094805,2095239,-,cds-WP_012388985.1,WP_012388985.1
3996,NC_010602.1,RefSeq,gene,2095248,2095865,-,gene-LEPBI_RS09945,LEPBI_RS09945
3997,NC_010602.1,Protein Homology,CDS,2095248,2095865,-,cds-WP_226992745.1,WP_226992745.1
3998,NC_010602.1,RefSeq,gene,2095937,2097649,-,gene-LEPBI_RS09950,LEPBI_RS09950
3999,NC_010602.1,Protein Homology,CDS,2095937,2097649,-,cds-WP_012388987.1,WP_012388987.1
4000,NC_010602.1,RefSeq,gene,2097688,2098365,-,gene-LEPBI_RS09955,LEPBI_RS09955
4001,NC_010602.1,Protein Homology,CDS,2097688,2098365,-,cds-WP_012388988.1,WP_012388988.1
4002,NC_010602.1,RefSeq,gene,2098393,2099673,-,gene-LEPBI_RS09960,LEPBI_RS09960
4003,NC_010602.1,Protein Homology,CDS,2098393,2099673,-,cds-WP_012388989.1,WP_012388989.1
4004,NC_010602.1,RefSeq,gene,2099705,2100580,-,gene-LEPBI_RS09965,LEPBI_RS09965
4005,NC_010602.1,Protein Homology,CDS,2099705,2100580,-,cds-WP_012388990.1,WP_012388990.1
4006,NC_010602.1,RefSeq,gene,2100658,2101653,-,gene-LEPBI_RS09970,LEPBI_RS09970
4007,NC_010602.1,Protein Homology,CDS,2100658,2101653,-,cds-WP_012388991.1,WP_012388991.1
4008,NC_010602.1,RefSeq,gene,2101650,2102582,-,gene-LEPBI_RS09975,LEPBI_RS09975
4009,NC_010602.1,Protein Homology,CDS,2101650,2102582,-,cds-WP_226992746.1,WP_226992746.1
4010,NC_010602.1,RefSeq,gene,2102740,2104491,-,gene-LEPBI_RS09980,LEPBI_RS09980
4011,NC_010602.1,Protein Homology,CDS,2102740,2104491,-,cds-WP_012388993.1,WP_012388993.1
4012,NC_010602.1,RefSeq,gene,2104557,2105102,-,gene-LEPBI_RS09985,LEPBI_RS09985
4013,NC_010602.1,Protein Homology,CDS,2104557,2105102,-,cds-WP_012388994.1,WP_012388994.1
4014,NC_010602.1,RefSeq,gene,2105099,2106088,-,gene-LEPBI_RS09990,LEPBI_RS09990
4015,NC_010602.1,Protein Homology,CDS,2105099,2106088,-,cds-WP_226992747.1,WP_226992747.1
